#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_kwot_oryg_reko
336,2106567,2017-08-31 08:35:43.187999,opozniony,pogoda,> 3h,1EF820A0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
337,2111228,2017-09-18 08:00:30.042207,opozniony,pogoda,> 3h,D502C089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
338,2114816,2017-09-27 09:33:59.694980,opozniony,brak powodu,> 3h,D19AE020,pl,bezposredni,,PL,wyplacony,,,250.00,90.00,1,25,25,160
339,2111242,2017-09-18 08:03:45.204141,opozniony,pogoda,> 3h,D6566C44,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
340,2106702,2017-08-31 12:37:28.174576,opozniony,pogoda,> 3h,E2A12582,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
341,2104377,2017-08-24 10:10:35.585925,opozniony,pogoda,> 3h,408B572E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
342,2106718,2017-08-31 12:40:33.553533,opozniony,pogoda,> 3h,2A5B3B2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
343,2106809,2017-09-01 05:18:16.127186,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,IE,wyplacony,,,500.00,200.00,2,25,25,300
344,2059437,2017-03-13 10:03:04.429247,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
345,2114903,2017-09-27 10:22:45.628509,opozniony,pogoda,> 3h,DD9FA47A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
346,2109184,2017-09-11 09:04:45.356169,opozniony,pogoda,> 3h,5806D665,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
347,2109215,2017-09-11 09:13:04.557188,opozniony,pogoda,> 3h,CDD382D2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
348,2067113,2017-04-18 07:14:51.306022,opozniony,pogoda,> 3h,4DE944FC,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
349,2106884,2017-09-01 06:07:15.573369,opozniony,pogoda,> 3h,4D464D9F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
350,2106917,2017-09-01 06:19:47.612403,opozniony,pogoda,> 3h,5037278F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
351,2106980,2017-09-01 07:30:31.000650,opozniony,brak powodu,> 3h,1B0DF4DF,en,bezposredni,,PL,wyplacony,,,1800.00,750.00,3,25,25,1050
352,2104524,2017-08-24 11:49:03.676294,opozniony,pogoda,> 3h,C6AA48BD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
353,2109248,2017-09-11 09:20:14.032188,opozniony,pogoda,> 3h,62B45373,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
354,2109276,2017-09-11 09:26:42.049012,opozniony,pogoda,> 3h,0E1134D5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
355,2111348,2017-09-18 09:59:13.818129,opozniony,pogoda,> 3h,49E656B2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
356,2110996,2017-09-15 07:59:25.914666,opozniony,brak powodu,> 3h,7F8ECB74,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250
357,2114950,2017-09-27 12:13:59.707894,opozniony,pogoda,> 3h,59E24922,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
358,2106981,2017-09-01 07:49:03.267419,opozniony,pogoda,> 3h,9658CE0A,en,bezposredni,,ZZ,wyplacony,,,500.00,150.00,2,25,25,350
359,2104744,2017-08-25 07:38:56.147945,opozniony,pogoda,> 3h,83648B2C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
360,2104638,2017-08-24 18:48:02.921075,opozniony,pogoda,> 3h,E879A726,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
361,2063696,2017-03-29 18:13:59.955005,opozniony,brak powodu,> 3h,A3F7D6EB,en,bezposredni,,ZZ,wyplacony,,,600.00,250.00,1,25,25,350
362,2107021,2017-09-01 08:05:34.883445,opozniony,pogoda,> 3h,083B0441,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
363,2106991,2017-09-01 07:51:19.839556,opozniony,pogoda,> 3h,5B10D260,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
364,2101137,2017-08-10 19:43:55.603716,opozniony,brak powodu,> 3h,1B0DF4DF,en,bezposredni,,PL,wyplacony,,,1800.00,600.00,3,25,25,1200
365,2104713,2017-08-25 06:07:31.284454,opozniony,pogoda,> 3h,6350AC53,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
366,2107007,2017-09-01 07:54:22.694749,opozniony,pogoda,> 3h,A4B8FCA0,en,bezposredni,,ZZ,wyplacony,,,1200.00,478.00,2,25,25,722
367,2114987,2017-09-27 12:38:03.417265,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
368,2104663,2017-08-25 05:36:40.886068,opozniony,pogoda,> 3h,0C6F7237,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
369,2104688,2017-08-25 05:57:17.617466,opozniony,pogoda,> 3h,6B73D3DA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
370,2107272,2017-09-01 12:32:49.807944,opozniony,pogoda,> 3h,A114DFD0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
371,2107052,2017-09-01 09:19:56.917133,opozniony,pogoda,> 3h,1548C6E9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
372,2104768,2017-08-25 08:10:12.778252,opozniony,pogoda,> 3h,A114DFD0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
373,2096090,2017-07-28 08:02:22.196380,opozniony,pogoda,> 3h,331C8EE2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
374,2109370,2017-09-11 13:11:58.053342,opozniony,pogoda,> 3h,98A6E3E6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
375,2107313,2017-09-04 07:17:08.092135,opozniony,pogoda,> 3h,E4F88377,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
376,2107421,2017-09-04 09:23:05.894300,opozniony,pogoda,> 3h,7E3C1B9F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
377,2107437,2017-09-04 09:26:08.257109,opozniony,pogoda,> 3h,1D00AC1F,en,bezposredni,,ZZ,wyplacony,,,600.00,300.00,1,25,25,300
378,2110669,2017-09-14 10:14:05.644490,opozniony,pogoda,> 3h,64D2F7F3,en,bezposredni,,ZZ,wyplacony,,,250.00,100.00,1,25,25,150
379,2107449,2017-09-04 09:43:52.811096,opozniony,pogoda,> 3h,26FFFD37,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
380,2118680,2017-10-09 06:17:30.530138,opozniony,pogoda,> 3h,DE40CC93,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
381,2107555,2017-09-04 12:24:11.147555,opozniony,pogoda,> 3h,3E355444,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
382,2107980,2017-09-06 08:16:03.579926,opozniony,pogoda,> 4h,FFEFB73A,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,4,25,25,250
383,2109948,2017-09-12 15:40:32.749542,opozniony,pogoda,> 4h,FFEFB73A,en,bezposredni,,ZZ,wyplacony,,,500.00,245.28,4,25,25,254.72
384,2107686,2017-09-05 07:13:10.300538,opozniony,pogoda,> 3h,4148EDC5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
385,2111824,2017-09-19 12:08:21.168997,opozniony,pogoda,> 3h,4C7C56A7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
386,2107718,2017-09-05 07:52:32.408264,opozniony,pogoda,> 3h,2C657439,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
387,2110156,2017-09-13 11:43:16.947330,opozniony,pogoda,> 3h,6C99B70D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
388,2073186,2017-05-16 07:20:47.169392,anulowany,brak powodu,> 4h,F7B7A8BB,en,bezposredni,,PL,wyplacony,,,2000.00,1200.00,5,25,25,800
389,2068279,2017-04-24 09:27:03.240338,opozniony,pogoda,> 3h,85BCD0DF,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
390,2073198,2017-05-16 07:59:14.557264,opozniony,pogoda,> 3h,2EBAC941,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
391,2111971,2017-09-19 13:25:06.517393,opozniony,pogoda,> 3h,1548C6E9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
392,2110334,2017-09-13 14:00:03.849240,opozniony,pogoda,> 3h,B75E1DB3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
393,2108840,2017-09-08 05:26:08.890929,opozniony,pogoda,> 4h,48407A31,en,bezposredni,,ZZ,wyplacony,,,500.00,160.00,2,25,25,340
394,2107807,2017-09-06 06:09:28.814351,opozniony,pogoda,> 3h,83648B2C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
395,2115277,2017-09-28 09:08:22.015075,opozniony,pogoda,> 3h,B2259687,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
396,2115261,2017-09-28 09:03:58.795718,opozniony,pogoda,> 3h,9B8DA43E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
397,2118811,2017-10-09 07:44:08.660775,opozniony,pogoda,> 3h,32824A94,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
398,2115308,2017-09-28 09:35:40.397097,opozniony,pogoda,> 3h,285D4259,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
399,2110444,2017-09-14 06:05:32.081252,opozniony,pogoda,> 3h,E78278F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
400,2136308,2017-11-30 12:07:49.836495,opozniony,pogoda,> 3h,82EAEDBF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
401,2110473,2017-09-14 07:15:23.497447,opozniony,pogoda,> 3h,9681306A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
402,2110511,2017-09-14 07:58:29.362754,opozniony,pogoda,> 3h,E5F49C7A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
403,2112270,2017-09-20 09:04:56.752791,opozniony,pogoda,> 3h,3160177F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
404,2112407,2017-09-20 10:54:42.584535,opozniony,pogoda,> 3h,9DD6D1A0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
405,2149607,2018-01-17 08:35:39.092451,opozniony,pogoda,> 3h,9E93E462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
406,2118853,2017-10-09 08:29:35.114778,opozniony,pogoda,> 3h,EA3A7837,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
407,2118949,2017-10-09 09:16:53.270629,opozniony,pogoda,> 3h,2AB2D2E8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
408,2112512,2017-09-21 05:07:12.074474,opozniony,pogoda,> 3h,AA143614,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
409,2112514,2017-09-21 05:24:39.710702,opozniony,pogoda,> 3h,5FCC85AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
410,2112674,2017-09-21 07:50:07.117701,opozniony,pogoda,> 3h,EA9EB2F9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
411,2112625,2017-09-21 07:38:50.398962,opozniony,pogoda,> 3h,77654AFC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
412,2112560,2017-09-21 07:24:10.143256,opozniony,pogoda,> 3h,6EC4BCB4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
413,2112552,2017-09-21 07:22:40.449892,opozniony,pogoda,> 3h,B04DDBD7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
414,2115754,2017-09-28 14:20:28.146110,opozniony,pogoda,> 3h,F251282B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
415,2112853,2017-09-21 09:05:48.167633,opozniony,pogoda,> 3h,E28CE821,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
416,2112885,2017-09-21 12:30:49.610815,opozniony,pogoda,> 3h,E83C22F6,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
417,2115936,2017-09-29 08:43:24.033307,opozniony,pogoda,> 3h,0AD1FDD6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
418,2115902,2017-09-29 08:27:51.471616,opozniony,pogoda,> 3h,C4300DBF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
419,2125878,2017-11-02 13:57:14.231315,opozniony,pogoda,> 3h,9E93E462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
420,2113011,2017-09-22 06:29:37.474652,opozniony,pogoda,> 3h,A4253C41,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
421,2113027,2017-09-22 06:40:12.103118,opozniony,brak powodu,> 3h,8DAD030B,en,bezposredni,,PL,wyplacony,,,250.00,110.00,1,25,25,140
422,2113267,2017-09-22 09:52:35.775237,opozniony,pogoda,> 3h,7197FBEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
423,2119024,2017-10-09 09:40:42.214249,opozniony,pogoda,> 3h,972D2477,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
424,2119081,2017-10-09 10:01:47.287885,opozniony,pogoda,> 3h,E53CBC25,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
425,2116091,2017-09-29 09:45:51.199940,opozniony,pogoda,> 3h,AA143614,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
426,2113309,2017-09-22 10:10:23.376602,opozniony,pogoda,> 3h,9DD0669C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
427,2113321,2017-09-22 10:50:37.046168,opozniony,pogoda,> 3h,4EED5DE0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
428,2113333,2017-09-22 11:01:27.951492,opozniony,pogoda,> 3h,B109A791,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
429,2113314,2017-09-22 10:46:14.771464,opozniony,pogoda,> 3h,134473B7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
430,2113327,2017-09-22 10:58:03.389573,opozniony,pogoda,> 3h,62A4F535,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
431,2113329,2017-09-22 11:00:00.901565,opozniony,pogoda,> 3h,C2226FBA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
432,2113387,2017-09-22 12:38:34.226553,opozniony,pogoda,> 3h,AFB3418D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
433,2084554,2017-06-22 13:04:09.918310,anulowany,brak powodu,> 4h,4BC8C532,en,bezposredni,,IE,wyplacony,,,1200.00,700.00,2,25,25,500
434,2113317,2017-09-22 10:47:55.170820,opozniony,pogoda,> 3h,B2C9F012,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
435,2113325,2017-09-22 10:55:52.720208,opozniony,pogoda,> 3h,C677E028,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
436,2113580,2017-09-25 07:07:46.821347,opozniony,pogoda,> 3h,F767E3CD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
437,2119172,2017-10-09 10:42:58.792282,opozniony,pogoda,> 3h,09CE17D4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
438,2113799,2017-09-25 09:18:05.184103,opozniony,pogoda,> 3h,C48F83C5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
439,2119142,2017-10-09 10:17:26.577431,opozniony,pogoda,> 3h,D62D0513,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
440,2114051,2017-09-25 11:52:28.077910,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
441,2114078,2017-09-25 11:58:25.161027,opozniony,pogoda,> 3h,B4EF003F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
442,2116283,2017-09-29 11:57:59.719172,opozniony,pogoda,> 3h,75F6687B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
443,2125910,2017-11-02 14:14:41.494978,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
444,2114269,2017-09-26 06:28:56.990164,opozniony,pogoda,> 3h,6605DF0E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
445,2114302,2017-09-26 07:22:57.454088,opozniony,brak powodu,> 3h,3C96F989,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150
446,2119329,2017-10-09 12:23:09.811475,opozniony,pogoda,> 3h,B843CC46,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
447,2114313,2017-09-26 07:40:31.347809,opozniony,pogoda,> 3h,863843D1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
448,2114342,2017-09-26 07:51:07.310458,opozniony,pogoda,> 3h,569A1218,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
449,2076195,2017-05-31 09:24:04.885249,opozniony,pogoda,> 3h,F587F9A6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
450,2114465,2017-09-26 08:37:43.756523,opozniony,pogoda,> 3h,3AEE0DDB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
451,2116417,2017-10-02 09:46:48.852915,opozniony,pogoda,> 3h,707B76F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
452,2119366,2017-10-09 12:34:07.354591,opozniony,pogoda,> 3h,23BFF9F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
453,2116443,2017-10-02 10:12:00.300553,opozniony,pogoda,> 3h,D5221C8A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
454,2119411,2017-10-10 06:26:40.345283,opozniony,pogoda,> 3h,BB2A8365,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
455,2119471,2017-10-10 07:37:42.854938,opozniony,pogoda,> 3h,6605DF0E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
456,2119441,2017-10-10 06:53:50.576491,opozniony,pogoda,> 3h,EA3AB7DB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
457,2116471,2017-10-02 10:46:58.598442,opozniony,pogoda,> 3h,8A70DA2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
458,2072744,2017-05-12 10:33:53.567245,anulowany,brak powodu,nie dotarlem na miejsce,4634A429,pl,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
459,2125970,2017-11-02 14:34:09.394304,opozniony,pogoda,> 3h,D1FDC999,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
460,2119584,2017-10-10 08:48:18.916381,opozniony,pogoda,> 3h,F7D3B763,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
461,2116578,2017-10-03 06:53:08.271135,opozniony,pogoda,> 3h,D37D7ECA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
462,2119629,2017-10-10 10:14:11.462283,opozniony,pogoda,> 3h,4C15F9B8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
463,2116796,2017-10-03 11:30:45.661446,opozniony,pogoda,> 3h,90353602,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
464,2122653,2017-10-23 13:20:31.214952,opozniony,pogoda,> 3h,0641F774,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
465,2119668,2017-10-10 10:18:33.160361,opozniony,pogoda,> 3h,A56BDD23,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
466,2122718,2017-10-23 13:46:50.547046,opozniony,pogoda,> 3h,0C492336,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
467,2122687,2017-10-23 13:36:44.813794,opozniony,pogoda,> 3h,D5585A20,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
468,2119775,2017-10-10 12:00:55.538718,opozniony,pogoda,> 3h,547949DF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
469,2116894,2017-10-03 12:47:46.249020,opozniony,pogoda,> 3h,874E9A25,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
470,2119714,2017-10-10 11:35:11.589835,opozniony,pogoda,> 3h,8074BDCC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
471,2119745,2017-10-10 11:47:37.362758,opozniony,pogoda,> 3h,558681E1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
472,2117248,2017-10-05 08:52:48.873631,opozniony,pogoda,> 3h,D7844841,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
473,2126219,2017-11-03 06:13:22.109559,opozniony,pogoda,> 3h,8F7FDCD2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
474,2117263,2017-10-05 09:09:03.067073,opozniony,pogoda,> 3h,A5D8EE90,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
475,2126229,2017-11-03 06:15:39.690432,opozniony,pogoda,> 3h,EA966BA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
476,2117367,2017-10-05 10:51:28.052217,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
477,2120095,2017-10-11 13:28:59.437887,opozniony,pogoda,> 3h,4ABB04B5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
478,2117407,2017-10-05 12:38:14.492747,opozniony,pogoda,> 3h,2F33B72B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
479,2120112,2017-10-11 13:36:34.798622,opozniony,pogoda,> 3h,2E9AD0E4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
480,2126327,2017-11-03 09:05:03.695151,opozniony,pogoda,> 3h,E6A71F05,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
481,2122923,2017-10-24 12:26:31.712382,opozniony,pogoda,> 3h,847C9C3A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
482,2126284,2017-11-03 07:01:02.843543,opozniony,pogoda,> 3h,89974184,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
483,2120252,2017-10-12 08:59:08.743735,opozniony,pogoda,> 3h,5F62F71A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
484,2117639,2017-10-06 07:01:01.741129,opozniony,pogoda,> 3h,1318F262,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
485,2130051,2017-11-16 10:19:25.716912,opozniony,pogoda,> 3h,18BFB1AF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
486,2130023,2017-11-16 10:03:41.665726,opozniony,pogoda,> 3h,9A54DF6A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
487,2120309,2017-10-12 12:04:50.674655,opozniony,pogoda,> 3h,7197FBEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
488,2082382,2017-06-14 10:17:37.889605,opozniony,pogoda,> 3h,2AC56DC4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
489,2120365,2017-10-13 07:11:09.898191,opozniony,brak powodu,> 3h,8FAE6CC0,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150
490,2123287,2017-10-25 09:03:05.465480,opozniony,pogoda,> 3h,2A5B3B2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
491,2123329,2017-10-25 09:12:55.067254,opozniony,pogoda,> 3h,569D224F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
492,2117783,2017-10-06 09:24:06.879367,opozniony,pogoda,> 3h,5A22C941,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
493,2117966,2017-10-06 12:12:26.957547,opozniony,pogoda,> 3h,436EADE4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
494,2126364,2017-11-03 09:21:08.609992,opozniony,pogoda,> 3h,F922DAFA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
495,2123448,2017-10-25 11:36:26.534584,opozniony,pogoda,> 3h,4903D1C9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
496,2082678,2017-06-16 07:40:07.565159,opozniony,pogoda,> 3h,C677E028,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
497,2126467,2017-11-03 09:52:05.263990,opozniony,pogoda,> 3h,04920CE9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
498,2123537,2017-10-25 11:58:27.366208,opozniony,pogoda,> 3h,55579B66,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
499,2123581,2017-10-25 12:54:16.227438,opozniony,pogoda,> 3h,01226D0F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
500,2123516,2017-10-25 11:54:42.198188,opozniony,pogoda,> 3h,48977AEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
501,2120865,2017-10-17 05:25:20.335040,opozniony,pogoda,> 3h,589EB763,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
502,2080913,2017-06-09 11:03:36.748225,opozniony,pogoda,> 3h,2051E324,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
503,2123497,2017-10-25 11:50:07.791669,opozniony,pogoda,> 3h,CB285968,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
504,2126799,2017-11-06 08:37:28.419625,opozniony,pogoda,> 3h,94790D7B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
