#,kod_kraju,kod
1,ZZ,1573
2,IE,371
3,PL,272
4,US,45
5,DK,10
6,PT,10
7,SE,9
8,NO,8
9,DE,6
10,FI,6
11,IT,4
12,GB,4
13,ES,4
14,JP,2
15,ie,2
16,CH,2
17,TR,2
18,SK,1
19,BG,1
20,NL,1
