#,id,roznica
1,55103,3000
2,2005089,2400
3,40029,2400
4,35905,2100
5,2158150,1888
6,2151403,1800
7,16139,1600
8,2037162,1500
9,56215,1200
10,2073350,1200
11,2094338,1200
12,44006,1200
13,2101137,1200
14,33297,1200
15,2073557,1200
16,2101190,1200
17,2099927,1200
18,2113379,1101.98
19,2063709,1100
20,2107041,1100
21,2106980,1050
22,2001986,1000
23,56248,900
24,39092,900
25,54796,900
26,2073545,800
27,2073186,800
28,2107008,800
29,56217,750
30,55317,750
31,55320,750
32,2037161,750
33,2108726,750
34,2005700,745
35,2107007,722
36,2061674,700
37,49967,700
38,2104784,700
39,45096,678
40,2108065,650
41,55774,600
42,2004533,600
43,29393,600
44,2006345,600
45,2004805,600
46,53532,600
47,36067,600
48,53555,600
49,2000431,600
50,55316,600
