#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_rek,rek_per1pas
490,2113027,2017-09-22 06:40:12.103118,opozniony,brak powodu,> 3h,8DAD030B,en,bezposredni,,PL,wyplacony,,,250.00,110.00,1,25,25,140,140
491,2113267,2017-09-22 09:52:35.775237,opozniony,pogoda,> 3h,7197FBEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
492,2119024,2017-10-09 09:40:42.214249,opozniony,pogoda,> 3h,972D2477,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
493,2119081,2017-10-09 10:01:47.287885,opozniony,pogoda,> 3h,E53CBC25,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
494,2116091,2017-09-29 09:45:51.199940,opozniony,pogoda,> 3h,AA143614,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
495,2113309,2017-09-22 10:10:23.376602,opozniony,pogoda,> 3h,9DD0669C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
496,2113321,2017-09-22 10:50:37.046168,opozniony,pogoda,> 3h,4EED5DE0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
497,2113333,2017-09-22 11:01:27.951492,opozniony,pogoda,> 3h,B109A791,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
498,2113314,2017-09-22 10:46:14.771464,opozniony,pogoda,> 3h,134473B7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
499,2113327,2017-09-22 10:58:03.389573,opozniony,pogoda,> 3h,62A4F535,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
500,2113329,2017-09-22 11:00:00.901565,opozniony,pogoda,> 3h,C2226FBA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
501,2113387,2017-09-22 12:38:34.226553,opozniony,pogoda,> 3h,AFB3418D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
502,2084554,2017-06-22 13:04:09.918310,anulowany,brak powodu,> 4h,4BC8C532,en,bezposredni,,IE,wyplacony,,,1200.00,700.00,2,25,25,500,250
503,2113317,2017-09-22 10:47:55.170820,opozniony,pogoda,> 3h,B2C9F012,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
504,2113325,2017-09-22 10:55:52.720208,opozniony,pogoda,> 3h,C677E028,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
505,2113580,2017-09-25 07:07:46.821347,opozniony,pogoda,> 3h,F767E3CD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
506,2119172,2017-10-09 10:42:58.792282,opozniony,pogoda,> 3h,09CE17D4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
507,2113799,2017-09-25 09:18:05.184103,opozniony,pogoda,> 3h,C48F83C5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
508,2119142,2017-10-09 10:17:26.577431,opozniony,pogoda,> 3h,D62D0513,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
509,2114051,2017-09-25 11:52:28.077910,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
510,2114078,2017-09-25 11:58:25.161027,opozniony,pogoda,> 3h,B4EF003F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
511,2116283,2017-09-29 11:57:59.719172,opozniony,pogoda,> 3h,75F6687B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
512,2125910,2017-11-02 14:14:41.494978,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
513,2114269,2017-09-26 06:28:56.990164,opozniony,pogoda,> 3h,6605DF0E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
514,2114302,2017-09-26 07:22:57.454088,opozniony,brak powodu,> 3h,3C96F989,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150,150
515,2119329,2017-10-09 12:23:09.811475,opozniony,pogoda,> 3h,B843CC46,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
516,2114313,2017-09-26 07:40:31.347809,opozniony,pogoda,> 3h,863843D1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
517,2114342,2017-09-26 07:51:07.310458,opozniony,pogoda,> 3h,569A1218,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
518,2076195,2017-05-31 09:24:04.885249,opozniony,pogoda,> 3h,F587F9A6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
519,2114465,2017-09-26 08:37:43.756523,opozniony,pogoda,> 3h,3AEE0DDB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
520,2116417,2017-10-02 09:46:48.852915,opozniony,pogoda,> 3h,707B76F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
521,2119366,2017-10-09 12:34:07.354591,opozniony,pogoda,> 3h,23BFF9F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
522,2116443,2017-10-02 10:12:00.300553,opozniony,pogoda,> 3h,D5221C8A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
523,2119411,2017-10-10 06:26:40.345283,opozniony,pogoda,> 3h,BB2A8365,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
524,2119471,2017-10-10 07:37:42.854938,opozniony,pogoda,> 3h,6605DF0E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
525,2119441,2017-10-10 06:53:50.576491,opozniony,pogoda,> 3h,EA3AB7DB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
526,2116471,2017-10-02 10:46:58.598442,opozniony,pogoda,> 3h,8A70DA2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
527,2072744,2017-05-12 10:33:53.567245,anulowany,brak powodu,nie dotarlem na miejsce,4634A429,pl,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
528,2125970,2017-11-02 14:34:09.394304,opozniony,pogoda,> 3h,D1FDC999,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
529,2119584,2017-10-10 08:48:18.916381,opozniony,pogoda,> 3h,F7D3B763,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
530,2116578,2017-10-03 06:53:08.271135,opozniony,pogoda,> 3h,D37D7ECA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
531,2119629,2017-10-10 10:14:11.462283,opozniony,pogoda,> 3h,4C15F9B8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
532,2116796,2017-10-03 11:30:45.661446,opozniony,pogoda,> 3h,90353602,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
533,2122653,2017-10-23 13:20:31.214952,opozniony,pogoda,> 3h,0641F774,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
534,2119668,2017-10-10 10:18:33.160361,opozniony,pogoda,> 3h,A56BDD23,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
535,2122718,2017-10-23 13:46:50.547046,opozniony,pogoda,> 3h,0C492336,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
536,2122687,2017-10-23 13:36:44.813794,opozniony,pogoda,> 3h,D5585A20,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
537,2119775,2017-10-10 12:00:55.538718,opozniony,pogoda,> 3h,547949DF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
538,2116894,2017-10-03 12:47:46.249020,opozniony,pogoda,> 3h,874E9A25,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
539,2119714,2017-10-10 11:35:11.589835,opozniony,pogoda,> 3h,8074BDCC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
540,2119745,2017-10-10 11:47:37.362758,opozniony,pogoda,> 3h,558681E1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
541,2117248,2017-10-05 08:52:48.873631,opozniony,pogoda,> 3h,D7844841,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
542,2126219,2017-11-03 06:13:22.109559,opozniony,pogoda,> 3h,8F7FDCD2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
543,2117263,2017-10-05 09:09:03.067073,opozniony,pogoda,> 3h,A5D8EE90,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
544,2126229,2017-11-03 06:15:39.690432,opozniony,pogoda,> 3h,EA966BA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
545,2117367,2017-10-05 10:51:28.052217,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
546,2120095,2017-10-11 13:28:59.437887,opozniony,pogoda,> 3h,4ABB04B5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
547,2117407,2017-10-05 12:38:14.492747,opozniony,pogoda,> 3h,2F33B72B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
548,2120112,2017-10-11 13:36:34.798622,opozniony,pogoda,> 3h,2E9AD0E4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
549,2126327,2017-11-03 09:05:03.695151,opozniony,pogoda,> 3h,E6A71F05,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
550,2122923,2017-10-24 12:26:31.712382,opozniony,pogoda,> 3h,847C9C3A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
551,2126284,2017-11-03 07:01:02.843543,opozniony,pogoda,> 3h,89974184,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
552,2120252,2017-10-12 08:59:08.743735,opozniony,pogoda,> 3h,5F62F71A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
553,2117639,2017-10-06 07:01:01.741129,opozniony,pogoda,> 3h,1318F262,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
554,2130051,2017-11-16 10:19:25.716912,opozniony,pogoda,> 3h,18BFB1AF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
555,2130023,2017-11-16 10:03:41.665726,opozniony,pogoda,> 3h,9A54DF6A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
556,2120309,2017-10-12 12:04:50.674655,opozniony,pogoda,> 3h,7197FBEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
557,2082382,2017-06-14 10:17:37.889605,opozniony,pogoda,> 3h,2AC56DC4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
558,2120365,2017-10-13 07:11:09.898191,opozniony,brak powodu,> 3h,8FAE6CC0,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150,150
559,2123287,2017-10-25 09:03:05.465480,opozniony,pogoda,> 3h,2A5B3B2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
560,2123329,2017-10-25 09:12:55.067254,opozniony,pogoda,> 3h,569D224F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
561,2117783,2017-10-06 09:24:06.879367,opozniony,pogoda,> 3h,5A22C941,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
562,2117966,2017-10-06 12:12:26.957547,opozniony,pogoda,> 3h,436EADE4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
563,2120366,2017-10-13 07:34:04.599006,opozniony,brak powodu,> 3h,8FAE6CC0,en,bezposredni,,PL,wyplacony,,,250.00,150.00,1,25,25,100,100
564,2126364,2017-11-03 09:21:08.609992,opozniony,pogoda,> 3h,F922DAFA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
565,2123448,2017-10-25 11:36:26.534584,opozniony,pogoda,> 3h,4903D1C9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
566,2082678,2017-06-16 07:40:07.565159,opozniony,pogoda,> 3h,C677E028,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
567,2126467,2017-11-03 09:52:05.263990,opozniony,pogoda,> 3h,04920CE9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
568,2123537,2017-10-25 11:58:27.366208,opozniony,pogoda,> 3h,55579B66,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
569,2123581,2017-10-25 12:54:16.227438,opozniony,pogoda,> 3h,01226D0F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
570,2123516,2017-10-25 11:54:42.198188,opozniony,pogoda,> 3h,48977AEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
571,2120865,2017-10-17 05:25:20.335040,opozniony,pogoda,> 3h,589EB763,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
572,2080913,2017-06-09 11:03:36.748225,opozniony,pogoda,> 3h,2051E324,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
573,2123497,2017-10-25 11:50:07.791669,opozniony,pogoda,> 3h,CB285968,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
574,2126799,2017-11-06 08:37:28.419625,opozniony,pogoda,> 3h,94790D7B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
575,2120827,2017-10-16 13:00:38.496858,opozniony,pogoda,> 3h,B3135560,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
576,2126726,2017-11-06 07:56:02.855136,opozniony,pogoda,> 3h,E24E91D9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
577,2123620,2017-10-25 12:58:59.019495,opozniony,pogoda,> 3h,48CD7AA4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
578,2086013,2017-06-29 07:42:25.555622,opozniony,pogoda,> 3h,AFAA21AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
579,2123678,2017-10-25 20:17:39.135612,opozniony,pogoda,> 3h,0A1A2AA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
580,2126886,2017-11-06 09:27:02.295662,opozniony,pogoda,> 3h,E83C22F6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
581,2121206,2017-10-18 10:47:04.141691,opozniony,pogoda,> 3h,0AF9341A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
582,2123710,2017-10-26 07:31:29.125491,opozniony,pogoda,> 3h,BE8FDEAF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
583,2123742,2017-10-26 07:37:22.571055,opozniony,pogoda,> 3h,19167469,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
584,2121401,2017-10-18 13:26:20.595084,opozniony,pogoda,> 3h,D7C38E00,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
585,2123775,2017-10-26 07:45:56.371648,opozniony,pogoda,> 3h,8B82CDEB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
586,2123805,2017-10-26 07:57:20.437608,opozniony,pogoda,> 3h,863843D1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
587,2089525,2017-07-10 11:06:48.577308,opozniony,pogoda,> 3h,C4300DBF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
588,2121582,2017-10-19 07:14:21.450095,opozniony,pogoda,> 3h,5A22C941,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
589,2121621,2017-10-19 08:14:10.433350,opozniony,pogoda,> 3h,C2B332B7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
590,2123923,2017-10-26 12:30:09.754679,opozniony,pogoda,> 3h,5300FBEA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
591,2089556,2017-07-10 11:11:15.307433,opozniony,pogoda,> 3h,4BC98F88,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
592,2126970,2017-11-06 10:58:43.177203,opozniony,pogoda,> 3h,870A7B16,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
593,2121828,2017-10-19 12:18:26.361671,opozniony,pogoda,> 3h,9E93E462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
594,2096276,2017-07-28 09:51:31.364284,opozniony,pogoda,> 3h,4C7C56A7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
595,2121964,2017-10-19 13:55:38.475837,opozniony,pogoda,> 3h,C9D26693,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
596,2124028,2017-10-27 10:35:14.826977,opozniony,pogoda,> 3h,CF486D94,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
597,2083729,2017-06-20 13:05:38.602716,opozniony,pogoda,> 3h,0032CB3E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
598,2124068,2017-10-27 11:02:41.250263,opozniony,pogoda,> 3h,7A305EB3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
599,2124359,2017-10-30 08:57:58.683720,opozniony,pogoda,> 3h,A89495FE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
600,2127203,2017-11-06 14:39:03.521883,opozniony,pogoda,> 3h,8C5E6603,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
601,2124326,2017-10-30 08:45:06.769444,opozniony,pogoda,> 3h,C2226FBA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
602,2124449,2017-10-30 10:01:28.089662,opozniony,pogoda,> 3h,84E10830,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
603,2130310,2017-11-16 12:00:56.766925,opozniony,pogoda,> 3h,5FCC85AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
604,2124387,2017-10-30 09:18:55.130729,opozniony,pogoda,> 3h,D502C089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
605,2127347,2017-11-07 07:23:15.340828,opozniony,pogoda,> 3h,81BD8B06,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
606,2124426,2017-10-30 09:51:32.282413,opozniony,pogoda,> 3h,3ED54585,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
607,2142628,2017-12-19 09:39:06.039867,opozniony,pogoda,> 3h,8AD9E55C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
608,2130535,2017-11-16 14:05:54.174027,opozniony,pogoda,> 3h,A2344C5C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
609,2133761,2017-11-23 16:25:23.057666,opozniony,pogoda,> 3h,AD647595,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
610,2124650,2017-10-30 11:03:57.107568,opozniony,pogoda,> 3h,A86CD707,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
611,2127448,2017-11-07 09:17:44.280524,opozniony,pogoda,> 3h,4980EE3A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
612,2124553,2017-10-30 10:28:14.180007,opozniony,pogoda,> 3h,AFB3418D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
613,2124619,2017-10-30 10:35:50.298440,opozniony,pogoda,> 3h,435E05FF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
614,2125697,2017-11-02 12:49:53.877827,opozniony,pogoda,> 3h,B75E1DB3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
615,2124680,2017-10-30 11:14:07.150383,opozniony,pogoda,> 3h,10666143,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
616,2124705,2017-10-30 11:18:01.387809,opozniony,pogoda,> 3h,F45D3BE3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
617,2130708,2017-11-16 15:19:59.785030,opozniony,pogoda,> 3h,D5221C8A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
618,2133912,2017-11-24 08:23:42.935847,opozniony,pogoda,> 3h,A0B179CF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
619,2133948,2017-11-24 08:45:18.401583,opozniony,pogoda,> 3h,2B2B7A50,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
620,2127641,2017-11-08 08:51:31.412859,opozniony,pogoda,> 3h,F15E8942,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
621,2124761,2017-10-30 14:49:35.637384,opozniony,pogoda,> 3h,1D116F79,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
622,2127686,2017-11-08 09:16:07.270566,opozniony,pogoda,> 3h,C30E1B82,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
623,2124835,2017-10-31 08:09:05.547126,opozniony,pogoda,> 3h,64BFD556,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
624,2125094,2017-10-31 13:50:19.914994,opozniony,pogoda,> 3h,19E30785,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
625,2130903,2017-11-16 17:33:14.182365,opozniony,pogoda,> 3h,E879A726,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
626,2130998,2017-11-16 17:49:24.546419,opozniony,pogoda,> 3h,021458BA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
627,2131086,2017-11-17 07:52:32.398992,opozniony,pogoda,> 3h,5E1B4DE1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
628,2127992,2017-11-09 08:52:38.280563,opozniony,pogoda,> 3h,5FCC85AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
629,2125152,2017-11-02 08:29:58.527973,opozniony,pogoda,> 3h,B09D8BD3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
630,2125173,2017-11-02 09:01:54.049945,opozniony,pogoda,> 3h,29F28394,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
631,2131061,2017-11-17 07:40:38.665511,opozniony,pogoda,> 3h,D604F939,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
632,2125208,2017-11-02 09:47:10.668375,opozniony,pogoda,> 3h,26FFFD37,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
633,2131113,2017-11-17 07:57:30.058679,opozniony,pogoda,> 3h,A0B179CF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
634,2125424,2017-11-02 11:16:01.248818,anulowany,brak powodu,nie dotarlem na miejsce,4CBD6D53,en,bezposredni,,PL,wyplacony,,,125.00,75.00,1,0,0,50,50
635,2128064,2017-11-09 09:11:26.037704,opozniony,pogoda,> 3h,4148EDC5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
636,2125603,2017-11-02 12:31:55.395185,opozniony,pogoda,> 3h,32819344,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
637,2131229,2017-11-17 08:41:22.163472,opozniony,pogoda,> 3h,D37D7ECA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
638,2090464,2017-07-12 07:19:28.040879,opozniony,pogoda,> 3h,1C31CCF5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
639,2131161,2017-11-17 08:11:09.003380,opozniony,pogoda,> 3h,0FE44454,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
640,2131203,2017-11-17 08:32:21.431424,opozniony,pogoda,> 3h,D7844841,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
641,2128293,2017-11-09 13:52:32.042644,opozniony,pogoda,> 3h,FD2616C1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
642,2136615,2017-12-01 08:47:41.566658,opozniony,pogoda,> 3h,5F9607F7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
643,2134231,2017-11-24 11:20:51.730750,opozniony,pogoda,> 3h,83F4DF1B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
644,2131823,2017-11-20 08:42:50.674816,opozniony,pogoda,> 3h,D699C1AF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
645,2131863,2017-11-20 08:50:53.567309,opozniony,pogoda,> 3h,32185E58,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
646,2128397,2017-11-13 09:23:19.213524,opozniony,pogoda,> 3h,F477AB08,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
647,2090683,2017-07-12 13:04:10.237584,opozniony,pogoda,> 3h,D8E66F83,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
648,2090725,2017-07-12 13:27:49.809363,opozniony,pogoda,> 3h,B4EF003F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
649,2134261,2017-11-24 12:12:39.463416,opozniony,pogoda,> 3h,456FB4F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
650,2128429,2017-11-13 10:08:38.095285,opozniony,pogoda,> 3h,6C1794F0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
651,2136740,2017-12-01 09:49:20.549554,opozniony,pogoda,> 3h,23BFF9F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
652,2128497,2017-11-13 11:15:56.972461,opozniony,pogoda,> 3h,55579B66,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
653,2132012,2017-11-20 12:08:58.875744,opozniony,pogoda,> 3h,F08ACB5F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
654,2088586,2017-07-07 07:28:30.231544,opozniony,pogoda,> 3h,48F394F4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
